input_name,author_name,orcid,work_openalex_id,title,year,venue,doi,cited_by_count,type,openalex_url,counts_by_year,fwci,is_in_top_10_percent
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2122976298,The ubiquitin–protein ligase Itch regulates p73 stability,2005,The EMBO Journal,https://doi.org/10.1038/sj.emboj.7600444,301,article,https://openalex.org/W2122976298,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 6}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 9}, {'year': 2021, 'cited_by_count': 12}, {'year': 2020, 'cited_by_count': 15}, {'year': 2019, 'cited_by_count': 13}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 5}, {'year': 2016, 'cited_by_count': 7}, {'year': 2015, 'cited_by_count': 22}, {'year': 2014, 'cited_by_count': 24}, {'year': 2013, 'cited_by_count': 20}, {'year': 2012, 'cited_by_count': 22}]",11.7696,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2083640838,FBXO11 targets BCL6 for degradation and is inactivated in diffuse large B-cell lymphomas,2011,Nature,https://doi.org/10.1038/nature10688,290,article,https://openalex.org/W2083640838,"[{'year': 2026, 'cited_by_count': 3}, {'year': 2025, 'cited_by_count': 11}, {'year': 2024, 'cited_by_count': 18}, {'year': 2023, 'cited_by_count': 22}, {'year': 2022, 'cited_by_count': 24}, {'year': 2021, 'cited_by_count': 26}, {'year': 2020, 'cited_by_count': 26}, {'year': 2019, 'cited_by_count': 20}, {'year': 2018, 'cited_by_count': 17}, {'year': 2017, 'cited_by_count': 24}, {'year': 2016, 'cited_by_count': 23}, {'year': 2015, 'cited_by_count': 27}, {'year': 2014, 'cited_by_count': 20}, {'year': 2013, 'cited_by_count': 20}, {'year': 2012, 'cited_by_count': 9}]",6.5144,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2149966409,The E3 ubiquitin ligase Itch controls the protein stability of p63,2006,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.0603449103,218,article,https://openalex.org/W2149966409,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 7}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 13}, {'year': 2019, 'cited_by_count': 9}, {'year': 2018, 'cited_by_count': 7}, {'year': 2017, 'cited_by_count': 9}, {'year': 2016, 'cited_by_count': 5}, {'year': 2015, 'cited_by_count': 16}, {'year': 2014, 'cited_by_count': 17}, {'year': 2013, 'cited_by_count': 14}, {'year': 2012, 'cited_by_count': 15}]",6.6041,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2117754842,"Itch: a HECT-type E3 ligase regulating immunity, skin and cancer",2008,Cell Death and Differentiation,https://doi.org/10.1038/cdd.2008.60,168,review,https://openalex.org/W2117754842,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 7}, {'year': 2024, 'cited_by_count': 5}, {'year': 2023, 'cited_by_count': 10}, {'year': 2022, 'cited_by_count': 13}, {'year': 2021, 'cited_by_count': 9}, {'year': 2020, 'cited_by_count': 5}, {'year': 2019, 'cited_by_count': 9}, {'year': 2018, 'cited_by_count': 4}, {'year': 2017, 'cited_by_count': 10}, {'year': 2016, 'cited_by_count': 12}, {'year': 2015, 'cited_by_count': 18}, {'year': 2014, 'cited_by_count': 13}, {'year': 2013, 'cited_by_count': 10}, {'year': 2012, 'cited_by_count': 7}]",3.894,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2066558593,High throughput screening for inhibitors of the HECT ubiquitin E3 ligase ITCH identifies antidepressant drugs as regulators of autophagy,2014,Cell Death and Disease,https://doi.org/10.1038/cddis.2014.113,129,article,https://openalex.org/W2066558593,"[{'year': 2025, 'cited_by_count': 12}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 8}, {'year': 2022, 'cited_by_count': 15}, {'year': 2021, 'cited_by_count': 10}, {'year': 2020, 'cited_by_count': 12}, {'year': 2019, 'cited_by_count': 11}, {'year': 2018, 'cited_by_count': 11}, {'year': 2017, 'cited_by_count': 9}, {'year': 2016, 'cited_by_count': 14}, {'year': 2015, 'cited_by_count': 18}, {'year': 2014, 'cited_by_count': 2}]",6.1121,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2091620613,FLASH is required for histone transcription and S-phase progression,2006,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.0604227103,123,article,https://openalex.org/W2091620613,"[{'year': 2026, 'cited_by_count': 2}, {'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 8}, {'year': 2021, 'cited_by_count': 5}, {'year': 2020, 'cited_by_count': 6}, {'year': 2019, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 6}, {'year': 2017, 'cited_by_count': 5}, {'year': 2016, 'cited_by_count': 12}, {'year': 2015, 'cited_by_count': 5}, {'year': 2014, 'cited_by_count': 7}, {'year': 2013, 'cited_by_count': 8}, {'year': 2012, 'cited_by_count': 13}]",2.1194,False
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2460922321,Dengue Virus Genome Uncoating Requires Ubiquitination,2016,mBio,https://doi.org/10.1128/mbio.00804-16,119,article,https://openalex.org/W2460922321,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 18}, {'year': 2024, 'cited_by_count': 11}, {'year': 2023, 'cited_by_count': 14}, {'year': 2022, 'cited_by_count': 11}, {'year': 2021, 'cited_by_count': 19}, {'year': 2020, 'cited_by_count': 13}, {'year': 2019, 'cited_by_count': 8}, {'year': 2018, 'cited_by_count': 13}, {'year': 2017, 'cited_by_count': 8}, {'year': 2016, 'cited_by_count': 3}]",9.4992,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2300262612,Alternative Splicing of G9a Regulates Neuronal Differentiation,2016,Cell Reports,https://doi.org/10.1016/j.celrep.2016.02.063,94,article,https://openalex.org/W2300262612,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 13}, {'year': 2024, 'cited_by_count': 11}, {'year': 2023, 'cited_by_count': 11}, {'year': 2022, 'cited_by_count': 12}, {'year': 2021, 'cited_by_count': 9}, {'year': 2020, 'cited_by_count': 6}, {'year': 2019, 'cited_by_count': 14}, {'year': 2018, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 9}, {'year': 2016, 'cited_by_count': 5}, {'year': 2015, 'cited_by_count': 1}]",5.0847,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W1979623396,CRL1-FBXO11 Promotes Cdt2 Ubiquitylation and Degradation and Regulates Pr-Set7/Set8-Mediated Cellular Migration,2013,Molecular Cell,https://doi.org/10.1016/j.molcel.2013.02.003,90,article,https://openalex.org/W1979623396,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 6}, {'year': 2024, 'cited_by_count': 17}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 7}, {'year': 2020, 'cited_by_count': 7}, {'year': 2019, 'cited_by_count': 5}, {'year': 2018, 'cited_by_count': 8}, {'year': 2017, 'cited_by_count': 5}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 11}, {'year': 2014, 'cited_by_count': 12}, {'year': 2013, 'cited_by_count': 4}]",4.3206,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2952034853,The ULK1-FBXW5-SEC23B nexus controls autophagy,2018,eLife,https://doi.org/10.7554/elife.42253,81,article,https://openalex.org/W2952034853,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 8}, {'year': 2024, 'cited_by_count': 6}, {'year': 2023, 'cited_by_count': 7}, {'year': 2022, 'cited_by_count': 13}, {'year': 2021, 'cited_by_count': 22}, {'year': 2020, 'cited_by_count': 14}, {'year': 2019, 'cited_by_count': 10}]",7.6112,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2139986038,Physical and Functional Interaction between p53 Mutants and Different Isoforms of p73,2000,Journal of Biological Chemistry,https://doi.org/10.1074/jbc.m003360200,238,article,https://openalex.org/W2139986038,"[{'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 6}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 7}, {'year': 2018, 'cited_by_count': 3}, {'year': 2017, 'cited_by_count': 5}, {'year': 2016, 'cited_by_count': 11}, {'year': 2015, 'cited_by_count': 7}, {'year': 2014, 'cited_by_count': 12}, {'year': 2013, 'cited_by_count': 11}, {'year': 2012, 'cited_by_count': 9}]",9.6284,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2111155291,Fungal Infections in Children With Cancer,2006,The Pediatric Infectious Disease Journal,https://doi.org/10.1097/01.inf.0000220256.69385.2e,149,article,https://openalex.org/W2111155291,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 5}, {'year': 2022, 'cited_by_count': 7}, {'year': 2021, 'cited_by_count': 7}, {'year': 2020, 'cited_by_count': 9}, {'year': 2019, 'cited_by_count': 9}, {'year': 2018, 'cited_by_count': 6}, {'year': 2017, 'cited_by_count': 8}, {'year': 2016, 'cited_by_count': 8}, {'year': 2015, 'cited_by_count': 7}, {'year': 2014, 'cited_by_count': 12}, {'year': 2013, 'cited_by_count': 8}, {'year': 2012, 'cited_by_count': 11}]",4.3517,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2158034667,Desmethylclomipramine induces the accumulation of autophagy markers by blocking autophagic flux,2009,Journal of Cell Science,https://doi.org/10.1242/jcs.048181,121,article,https://openalex.org/W2158034667,"[{'year': 2025, 'cited_by_count': 8}, {'year': 2024, 'cited_by_count': 5}, {'year': 2023, 'cited_by_count': 9}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 7}, {'year': 2020, 'cited_by_count': 11}, {'year': 2019, 'cited_by_count': 12}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 9}, {'year': 2016, 'cited_by_count': 5}, {'year': 2015, 'cited_by_count': 9}, {'year': 2014, 'cited_by_count': 10}, {'year': 2013, 'cited_by_count': 7}, {'year': 2012, 'cited_by_count': 6}]",3.2603,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W1975206161,The Nedd4-binding partner 1 (N4BP1) protein is an inhibitor of the E3 ligase Itch,2007,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.0701773104,116,article,https://openalex.org/W1975206161,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 8}, {'year': 2024, 'cited_by_count': 7}, {'year': 2023, 'cited_by_count': 5}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 8}, {'year': 2020, 'cited_by_count': 11}, {'year': 2019, 'cited_by_count': 8}, {'year': 2018, 'cited_by_count': 6}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 3}, {'year': 2015, 'cited_by_count': 7}, {'year': 2014, 'cited_by_count': 8}, {'year': 2013, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 4}]",3.3459,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2072795230,Yes-Associated Protein (YAP) is a critical mediator of c-Jun-dependent apoptosis,2007,Cell Death and Differentiation,https://doi.org/10.1038/sj.cdd.4402226,84,letter,https://openalex.org/W2072795230,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 6}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 6}, {'year': 2015, 'cited_by_count': 8}, {'year': 2014, 'cited_by_count': 7}, {'year': 2013, 'cited_by_count': 8}, {'year': 2012, 'cited_by_count': 2}]",3.29509935,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2020733843,Regulation of the CRL4Cdt2 Ubiquitin Ligase and Cell-Cycle Exit by the SCFFbxo11 Ubiquitin Ligase,2013,Molecular Cell,https://doi.org/10.1016/j.molcel.2013.02.004,82,article,https://openalex.org/W2020733843,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 8}, {'year': 2024, 'cited_by_count': 6}, {'year': 2023, 'cited_by_count': 9}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 5}, {'year': 2020, 'cited_by_count': 9}, {'year': 2019, 'cited_by_count': 5}, {'year': 2018, 'cited_by_count': 4}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 4}, {'year': 2015, 'cited_by_count': 11}, {'year': 2014, 'cited_by_count': 11}, {'year': 2013, 'cited_by_count': 4}]",4.4696,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2087266489,Safety and efficacy of a caspofungin-based combination therapy for treatment of proven or probable aspergillosis in pediatric hematological patients,2007,BMC Infectious Diseases,https://doi.org/10.1186/1471-2334-7-28,72,article,https://openalex.org/W2087266489,"[{'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 3}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 3}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 9}, {'year': 2013, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 5}]",4.8313,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2075054256,Incidence of bacteremias and invasive mycoses in children with acute non-lymphoblastic leukemia: Results from a multi-center Italian study,2010,Pediatric Blood & Cancer,https://doi.org/10.1002/pbc.22750,63,article,https://openalex.org/W2075054256,"[{'year': 2024, 'cited_by_count': 5}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 3}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 4}, {'year': 2018, 'cited_by_count': 3}, {'year': 2017, 'cited_by_count': 5}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 5}, {'year': 2014, 'cited_by_count': 4}, {'year': 2013, 'cited_by_count': 11}, {'year': 2012, 'cited_by_count': 8}]",3.5782,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2056568240,FBH1 promotes DNA double-strand breakage and apoptosis in response to DNA replication stress,2013,The Journal of Cell Biology,https://doi.org/10.1083/jcb.201209002,54,article,https://openalex.org/W2056568240,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 5}, {'year': 2022, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 9}, {'year': 2015, 'cited_by_count': 9}, {'year': 2014, 'cited_by_count': 8}, {'year': 2013, 'cited_by_count': 5}]",4.39545755,True
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2093230990,Itch self-polyubiquitylation occurs through lysine-63 linkages,2008,Biochemical Pharmacology,https://doi.org/10.1016/j.bcp.2008.07.028,54,article,https://openalex.org/W2093230990,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 3}, {'year': 2021, 'cited_by_count': 3}, {'year': 2020, 'cited_by_count': 4}, {'year': 2019, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 3}, {'year': 2017, 'cited_by_count': 3}, {'year': 2016, 'cited_by_count': 3}, {'year': 2015, 'cited_by_count': 5}, {'year': 2014, 'cited_by_count': 6}, {'year': 2013, 'cited_by_count': 3}, {'year': 2012, 'cited_by_count': 3}]",1.5129,False
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2050219428,Itch inhibition regulates chemosensitivity in vitro,2007,Biochemical and Biophysical Research Communications,https://doi.org/10.1016/j.bbrc.2007.06.104,47,article,https://openalex.org/W2050219428,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 6}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 4}, {'year': 2017, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 4}, {'year': 2014, 'cited_by_count': 8}, {'year': 2013, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 1}]",1.2045,False
